 WORKFLOW_ENTRY_ID |     WORKFLOW_DATE      | GROUP | INSTANCE_ID | WORKFLOW_ITEM_ID 
              5967 | 2021-05-21 10:12:07+00 |     1 |        2092 |               72
              5941 | 2023-05-19 13:50:09+00 |     1 |        2175 |               71
              5942 | 2021-05-21 13:50:09+00 |     1 |        2175 |               72
              6015 | 2023-05-25 07:20:06+00 |     1 |        2009 |               71
              6016 | 2021-05-26 07:20:06+00 |     1 |        2009 |               72
              6021 | 2023-05-25 09:19:26+00 |     1 |        2116 |               71
              6022 | 2021-05-27 09:19:26+00 |     1 |        2116 |               72
              6025 | 2023-05-25 09:39:02+00 |     1 |        2149 |               71
              6026 | 2021-05-27 09:39:02+00 |     1 |        2149 |               72
              6057 | 2023-04-06 06:52:25+00 |     1 |        1916 |               71
              6058 | 2021-05-26 06:52:25+00 |     1 |        1916 |               72
              6061 | 2023-05-05 07:01:09+00 |     1 |        1792 |               71
              6062 | 2021-05-26 07:01:09+00 |     1 |        1792 |               72
              6071 | 2023-05-11 09:31:36+00 |     1 |        2262 |               71
              6072 | 2021-05-20 09:31:36+00 |     1 |        2262 |               72
              6129 | 2023-06-01 08:55:15+00 |     1 |        2344 |               71
              6130 | 2021-06-08 08:55:15+00 |     1 |        2344 |               72
              6201 | 2023-06-14 04:44:16+00 |     1 |        2080 |               71
              6202 | 2021-06-17 04:44:16+00 |     1 |        2080 |               72
              6178 | 2023-06-09 05:31:01+00 |     1 |        2038 |               71
              6179 | 2021-06-11 05:31:01+00 |     1 |        2038 |               72
              6221 | 2023-06-14 15:16:11+00 |     1 |        2012 |               71
              6222 | 2021-06-15 15:16:11+00 |     1 |        2012 |               72
              6166 | 2023-06-09 11:37:32+00 |     1 |        2082 |               71
              6167 | 2021-06-11 11:37:32+00 |     1 |        2082 |               72
              6118 | 2023-05-31 09:06:47+00 |     1 |        1969 |               71
              6119 | 2021-06-07 09:06:47+00 |     1 |        1969 |               72
              6126 | 2023-06-01 08:54:10+00 |     1 |        2336 |               71
              6127 | 2021-06-08 08:54:10+00 |     1 |        2336 |               72
              6172 | 2023-06-09 11:41:12+00 |     1 |        2084 |               71
              6173 | 2021-06-11 11:41:12+00 |     1 |        2084 |               72
              6175 | 2023-06-09 11:43:24+00 |     1 |        2312 |               71
              6176 | 2021-06-11 11:43:24+00 |     1 |        2312 |               72
              6159 | 2023-06-09 11:33:30+00 |     1 |        1858 |               71
              6160 | 2021-06-11 11:33:30+00 |     1 |        1858 |               72
              6169 | 2023-06-09 11:39:15+00 |     1 |        2184 |               71
              6170 | 2021-06-11 11:39:15+00 |     1 |        2184 |               72
              6162 | 2023-06-09 11:35:23+00 |     1 |        2224 |               71
              6163 | 2021-06-11 11:35:23+00 |     1 |        2224 |               72
              6279 | 2023-06-14 14:08:27+00 |     1 |        2153 |               71
              6280 | 2021-06-22 14:08:27+00 |     1 |        2153 |               72
              6353 | 2021-06-15 08:56:40+00 |     1 |         867 |               61
              3703 | 2022-09-21 08:56:40+00 |     1 |         867 |               71
              6355 | 2021-06-10 09:36:50+00 |     1 |         997 |               61
              6358 | 2021-06-29 09:51:52+00 |     1 |         598 |               61
              6374 | 2023-06-29 14:11:29+00 |     1 |        2295 |               71
              6375 | 2021-06-30 14:11:29+00 |     1 |        2295 |               72
              6361 | 2023-06-28 13:12:01+00 |     1 |        1800 |               71
              6362 | 2021-06-29 13:12:01+00 |     1 |        1800 |               72
              6377 | 2023-06-29 14:16:44+00 |     1 |        2091 |               71
              6378 | 2021-06-30 14:16:44+00 |     1 |        2091 |               72
              6389 | 2023-06-28 13:14:38+00 |     1 |        2303 |               71
              6390 | 2021-07-01 13:14:38+00 |     1 |        2303 |               72
              6394 | 2023-06-30 10:59:54+00 |     1 |        2342 |               71
              6395 | 2021-07-02 10:59:54+00 |     1 |        2342 |               72
              6397 | 2023-06-30 11:01:21+00 |     1 |        2225 |               71
              6398 | 2021-07-02 11:01:21+00 |     1 |        2225 |               72
              6400 | 2023-06-30 11:03:37+00 |     1 |        2255 |               71
              6401 | 2021-07-02 11:03:37+00 |     1 |        2255 |               72
              6417 | 2023-07-05 05:14:06+00 |     1 |        2327 |               71
              6418 | 2021-07-06 05:14:06+00 |     1 |        2327 |               72
              6486 | 2023-07-13 06:30:04+00 |     1 |        2382 |               71
              6487 | 2021-07-13 06:30:04+00 |     1 |        2382 |               72
              6496 | 2023-07-13 07:48:54+00 |     1 |        2267 |               71
              6497 | 2021-07-13 07:48:54+00 |     1 |        2267 |               72
              6403 | 2023-06-30 14:06:58+00 |     1 |        1741 |               71
              6404 | 2021-07-02 14:06:58+00 |     1 |        1741 |               72
              6537 | 2023-07-14 08:20:16+00 |     1 |        1771 |               71
              6538 | 2021-07-16 08:20:16+00 |     1 |        1771 |               72
              6528 | 2023-07-14 06:08:00+00 |     1 |        2401 |               71
              6529 | 2021-07-16 06:08:00+00 |     1 |        2401 |               72
              6531 | 2023-07-14 06:11:31+00 |     1 |        2367 |               71
              6532 | 2021-07-16 06:11:31+00 |     1 |        2367 |               72
              6534 | 2023-07-14 06:12:42+00 |     1 |        2440 |               71
              6535 | 2021-07-16 06:12:42+00 |     1 |        2440 |               72
              6683 | 2022-12-21 12:50:02+00 |     1 |        1728 |               71
              6684 | 2020-12-22 12:50:02+00 |     1 |        1728 |               72
              6712 | 2023-08-10 12:23:24+00 |     1 |        1994 |               71
              6713 | 2021-08-13 12:23:24+00 |     1 |        1994 |               72
              6715 | 2023-08-10 12:23:47+00 |     1 |        1996 |               71
              6716 | 2021-08-13 12:23:47+00 |     1 |        1996 |               72
              6718 | 2023-08-10 12:31:06+00 |     1 |        2042 |               71
              6719 | 2021-08-13 12:31:06+00 |     1 |        2042 |               72
              6721 | 2023-08-10 12:33:07+00 |     1 |        2218 |               71
              6722 | 2021-08-13 12:33:07+00 |     1 |        2218 |               72
              6724 | 2023-08-10 12:35:22+00 |     1 |        2371 |               71
              6725 | 2021-08-13 12:35:22+00 |     1 |        2371 |               72
              6727 | 2023-08-10 12:37:26+00 |     1 |        2411 |               71
              6728 | 2021-08-13 12:37:26+00 |     1 |        2411 |               72
              6742 | 2022-08-18 10:21:22+00 |     1 |        1391 |               71
              6743 | 2020-08-18 10:21:22+00 |     1 |        1391 |               72
              6745 | 2021-08-16 10:21:22+00 |     1 |        1391 |               61
              6746 | 2021-08-16 10:22:14+00 |     1 |        1440 |               61
              6747 | 2021-08-16 10:41:10+00 |     1 |         817 |               61
              6773 | 2023-08-16 13:30:38+00 |     1 |        1999 |               71
              6765 | 2023-08-10 11:54:50+00 |     1 |        2266 |               71
              6766 | 2021-08-17 11:54:50+00 |     1 |        2266 |               72
              6769 | 2023-08-10 12:25:08+00 |     1 |        2229 |               71
              6770 | 2021-08-17 12:25:08+00 |     1 |        2229 |               72
              6774 | 2021-08-17 13:30:38+00 |     1 |        1999 |               72
              6786 | 2023-08-18 09:52:33+00 |     1 |        2617 |               71
              6787 | 2021-08-18 09:52:33+00 |     1 |        2617 |               72
              6790 | 2023-08-16 10:44:17+00 |     1 |        2274 |               71
              6791 | 2021-08-18 10:44:17+00 |     1 |        2274 |               72
              6794 | 2023-08-16 13:39:11+00 |     1 |        2413 |               71
              6799 | 2023-08-16 06:02:09+00 |     1 |        2393 |               71
              6800 | 2021-08-19 06:02:09+00 |     1 |        2393 |               72
              6802 | 2023-08-16 08:08:24+00 |     1 |        2095 |               71
              6803 | 2021-08-19 08:08:24+00 |     1 |        2095 |               72
              6829 | 2023-08-23 05:18:38+00 |     1 |        2425 |               71
              6830 | 2021-08-24 05:18:38+00 |     1 |        2425 |               72
              6832 | 2023-08-23 05:44:59+00 |     1 |        2253 |               71
              6833 | 2021-08-24 05:44:59+00 |     1 |        2253 |               72
              6997 | 2021-07-15 08:56:37+00 |     1 |        1844 |               61
              7009 | 2021-09-09 10:48:53+00 |     1 |         668 |               61
              6933 | 2023-08-25 12:42:43+00 |     1 |        2289 |               71
              6934 | 2021-08-27 12:42:43+00 |     1 |        2289 |               72
              6936 | 2023-08-25 12:44:34+00 |     1 |        2466 |               71
              6937 | 2021-08-27 12:44:34+00 |     1 |        2466 |               72
              6939 | 2023-08-25 12:46:25+00 |     1 |        2580 |               71
              6940 | 2021-08-27 12:46:25+00 |     1 |        2580 |               72
              6942 | 2023-08-25 12:48:20+00 |     1 |        1780 |               71
              6943 | 2021-08-27 12:48:20+00 |     1 |        1780 |               72
              6945 | 2023-08-25 12:50:06+00 |     1 |        2482 |               71
              6946 | 2021-08-27 12:50:06+00 |     1 |        2482 |               72
              6948 | 2023-08-25 12:52:01+00 |     1 |        2496 |               71
              6949 | 2021-08-27 12:52:01+00 |     1 |        2496 |               72
              6951 | 2023-08-25 12:54:58+00 |     1 |        2407 |               71
              6952 | 2021-08-27 12:54:58+00 |     1 |        2407 |               72
              6954 | 2023-08-25 12:57:28+00 |     1 |        2523 |               71
              6955 | 2021-08-27 12:57:28+00 |     1 |        2523 |               72
              6957 | 2023-08-25 12:58:52+00 |     1 |        2431 |               71
              6958 | 2021-08-27 12:58:52+00 |     1 |        2431 |               72
              6960 | 2023-08-25 13:00:42+00 |     1 |        2387 |               71
              6961 | 2021-08-27 13:00:42+00 |     1 |        2387 |               72
              6963 | 2023-08-25 13:05:51+00 |     1 |        2169 |               71
              6964 | 2021-08-27 13:05:51+00 |     1 |        2169 |               72
              6915 | 2023-05-31 15:33:38+00 |     1 |        2076 |               71
              6916 | 2021-06-07 15:33:38+00 |     1 |        2076 |               72
              6863 | 2023-08-23 09:29:16+00 |     1 |        2472 |               71
              6999 | 2021-06-15 08:57:59+00 |     1 |         176 |               61
              7002 | 2021-09-02 09:04:48+00 |     1 |         916 |               71
              7075 | 2023-09-15 11:53:06+00 |     1 |        2297 |               71
              7076 | 2021-09-17 11:53:06+00 |     1 |        2297 |               72
              6993 | 2023-09-07 08:30:51+00 |     1 |        2397 |               71
              6994 | 2021-09-10 08:30:51+00 |     1 |        2397 |               72
              7000 | 2021-06-10 09:04:48+00 |     1 |         916 |               61
              7006 | 2021-06-15 09:17:50+00 |     1 |         738 |               61
              7007 | 2021-07-07 09:18:21+00 |     1 |         146 |               61
              7003 | 2021-08-15 09:14:08+00 |     1 |        1043 |               61
              6995 | 2021-07-15 08:55:03+00 |     1 |        1563 |               61
              7028 | 2023-09-13 05:34:25+00 |     1 |        2573 |               71
              7029 | 2021-09-14 05:34:25+00 |     1 |        2573 |               72
              6996 | 2021-07-15 08:56:04+00 |     1 |         842 |               61
              6998 | 2021-07-15 08:57:08+00 |     1 |         110 |               61
              4359 | 2022-11-30 10:16:21+00 |     1 |         767 |               71
              7005 | 2020-11-30 10:16:21+00 |     1 |         767 |               61
              7004 | 2021-09-09 09:15:07+00 |     1 |         414 |               61
              7008 | 2021-07-07 09:18:59+00 |     1 |         574 |               61
              7060 | 2021-09-17 06:46:01+00 |     1 |        1178 |               61
              7063 | 2023-09-15 11:45:26+00 |     1 |        2217 |               71
              7064 | 2021-09-17 11:45:27+00 |     1 |        2217 |               72
              7066 | 2023-09-15 11:48:14+00 |     1 |        2452 |               71
              7067 | 2021-09-17 11:48:14+00 |     1 |        2452 |               72
              7069 | 2023-09-15 11:50:03+00 |     1 |        2447 |               71
              7070 | 2021-09-17 11:50:03+00 |     1 |        2447 |               72
              7072 | 2023-09-15 11:51:24+00 |     1 |        2329 |               71
              7073 | 2021-09-17 11:51:24+00 |     1 |        2329 |               72
              7101 | 2023-09-21 07:01:08+00 |     1 |        2759 |               71
              7102 | 2021-09-21 07:01:08+00 |     1 |        2759 |               72
              1909 | 2020-01-31 10:01:46+00 |     1 |         680 |               72
              7119 | 2023-07-27 06:10:53+00 |     1 |        1890 |               71
              7120 | 2021-08-05 06:10:53+00 |     1 |        1890 |               72
              7124 | 2023-09-20 08:25:13+00 |     1 |        2603 |               71
              7125 | 2021-09-22 08:25:13+00 |     1 |        2603 |               72
              7133 | 2023-09-20 11:14:59+00 |     1 |        2627 |               71
              7134 | 2021-09-22 11:14:59+00 |     1 |        2627 |               72
              7128 | 2023-09-20 12:27:46+00 |     1 |        2598 |               71
              7129 | 2021-09-22 12:27:46+00 |     1 |        2598 |               72
              7136 | 2023-09-20 12:53:41+00 |     1 |        2151 |               71
              7137 | 2021-09-22 12:53:41+00 |     1 |        2151 |               72
              7142 | 2023-09-20 05:58:19+00 |     1 |        1012 |               71
              7143 | 2021-09-23 05:58:19+00 |     1 |        1012 |               72
              7156 | 2021-09-21 06:57:14+00 |     1 |        1704 |               61
              7159 | 2023-09-21 07:05:06+00 |     1 |        2618 |               71
              7160 | 2021-09-24 07:05:06+00 |     1 |        2618 |               72
              7145 | 2023-09-20 12:04:09+00 |     1 |        2519 |               71
              7146 | 2021-09-27 12:04:09+00 |     1 |        2519 |               72
              4062 | 2020-10-30 09:39:33+00 |     1 |        1571 |               72
              7221 | 2023-09-30 05:48:06+00 |     1 |        2746 |               71
              7222 | 2021-09-30 05:48:06+00 |     1 |        2746 |               72
